Date,Open,High,Low,Close,Adj Close,Volume,,,,
29/05/1986,2810,2810,2810,2810,2810,100,,,,
30/05/1986,2860,2860,2860,2860,2860,40,,,,
02/06/1986,2800,2800,2800,2800,2800,80,,,,
03/06/1986,2825,2825,2825,2825,2825,200,,,,
04/06/1986,2790,2790,2790,2790,2790,30,,,,
05/06/1986,2790,2790,2765,2765,2765,100,,,,
06/06/1986,2700,2700,2700,2700,2700,200,,,,
09/06/1986,2690,2690,2690,2690,2690,600,,,,
10/06/1986,2700,2700,2700,2700,2700,100,,,,
11/06/1986,2740,2740,2740,2740,2740,200,,,,
12/06/1986,2750,2780,2750,2750,2750,300,,,,
13/06/1986,2820,2820,2820,2820,2820,60,,,,
16/06/1986,2760,2760,2760,2760,2760,50,,,,
17/06/1986,2820,2820,2820,2820,2820,300,,,,
18/06/1986,2770,2770,2770,2770,2770,100,,,,
19/06/1986,2770,2770,2770,2770,2770,50,,,,
20/06/1986,2825,2845,2825,2825,2825,200,,,,
23/06/1986,2850,2855,2850,2850,2850,700,,,,
24/06/1986,2850,2850,2850,2850,2850,200,,,,
25/06/1986,2910,2910,2910,2910,2910,200,,,,
26/06/1986,2910,2910,2910,2910,2910,80,,,,
27/06/1986,2985,2985,2985,2985,2985,400,,,,
30/06/1986,2985,3005,2965,2975,2975,500,,,,
01/07/1986,2995,3035,2995,3005,3005,300,,,,
02/07/1986,3005,3065,3005,3035,3035,300,,,,
03/07/1986,3010,3010,3010,3010,3010,200,,,,
07/07/1986,2950,2950,2950,2950,2950,400,,,,
08/07/1986,2820,2820,2820,2820,2820,300,,,,
09/07/1986,2860,2860,2860,2860,2860,100,,,,
10/07/1986,2860,2860,2850,2850,2850,100,,,,
11/07/1986,2800,2800,2770,2800,2800,60,,,,
14/07/1986,2800,2820,2780,2800,2800,100,,,,
15/07/1986,2770,2770,2770,2770,2770,300,,,,
16/07/1986,2760,2760,2740,2740,2740,200,,,,
17/07/1986,2740,2755,2700,2725,2725,80,,,,
18/07/1986,2775,2775,2775,2775,2775,100,,,,
21/07/1986,2800,2800,2800,2800,2800,100,,,,
22/07/1986,2810,2840,2810,2810,2810,200,,,,
23/07/1986,2845,2860,2845,2845,2845,100,,,,
24/07/1986,2850,2870,2850,2850,2850,300,,,,
25/07/1986,2835,2835,2835,2835,2835,400,,,,
28/07/1986,2875,2875,2875,2875,2875,80,,,,
29/07/1986,2870,2870,2870,2870,2870,300,,,,
30/07/1986,2860,2860,2860,2860,2860,100,,,,
31/07/1986,2825,2825,2810,2825,2825,600,,,,
01/08/1986,2860,2860,2860,2860,2860,300,,,,
04/08/1986,2780,2780,2780,2780,2780,100,,,,
05/08/1986,2780,2790,2780,2790,2790,300,,,,
06/08/1986,2780,2780,2780,2780,2780,100,,,,
07/08/1986,2780,2785,2780,2785,2785,500,,,,
08/08/1986,2850,2850,2850,2850,2850,300,,,,
11/08/1986,2865,2885,2865,2865,2865,400,,,,
12/08/1986,2950,2950,2950,2950,2950,90,,,,
13/08/1986,2980,2990,2980,2980,2980,300,,,,
14/08/1986,3050,3050,3050,3050,3050,600,,,,
15/08/1986,3030,3030,3015,3030,3030,500,,,,
18/08/1986,3025,3025,3025,3025,3025,100,,,,
19/08/1986,2990,2990,2990,2990,2990,400,,,,
20/08/1986,2990,2990,2990,2990,2990,20,,,,
21/08/1986,2990,2995,2990,2995,2995,40,,,,
22/08/1986,2990,2990,2990,2990,2990,90,,,,
25/08/1986,3000,3025,3000,3000,3000,300,,,,
26/08/1986,2940,2940,2940,2940,2940,300,,,,
27/08/1986,2950,2950,2950,2950,2950,100,,,,
28/08/1986,2950,2950,2900,2925,2925,300,,,,
29/08/1986,2900,2900,2900,2900,2900,90,,,,
02/09/1986,2950,2950,2950,2950,2950,200,,,,
03/09/1986,2900,2900,2900,2900,2900,100,,,,
04/09/1986,2870,2870,2870,2870,2870,100,,,,
05/09/1986,2920,2920,2920,2920,2920,100,,,,
08/09/1986,2870,2870,2870,2870,2870,100,,,,
09/09/1986,2860,2860,2835,2860,2860,200,,,,
10/09/1986,2840,2840,2840,2840,2840,100,,,,
11/09/1986,2725,2725,2710,2725,2725,200,,,,
12/09/1986,2675,2675,2675,2675,2675,500,,,,
15/09/1986,2675,2675,2675,2675,2675,700,,,,
16/09/1986,2625,2625,2625,2625,2625,1000,,,,
17/09/1986,2675,2675,2675,2675,2675,300,,,,
18/09/1986,2675,2675,2675,2675,2675,200,,,,
19/09/1986,2675,2675,2665,2665,2665,100,,,,
22/09/1986,2675,2675,2675,2675,2675,100,,,,
23/09/1986,2625,2625,2625,2625,2625,300,,,,
24/09/1986,2660,2660,2660,2660,2660,240,,,,
25/09/1986,2670,2670,2670,2670,2670,100,,,,
26/09/1986,2625,2625,2625,2625,2625,400,,,,
29/09/1986,2625,2625,2625,2625,2625,40,,,,
30/09/1986,2625,2625,2625,2625,2625,300,,,,
01/10/1986,2625,2670,2625,2650,2650,70,,,,
02/10/1986,2670,2670,2670,2670,2670,80,,,,
03/10/1986,2625,2625,2625,2625,2625,300,,,,
06/10/1986,2670,2670,2670,2670,2670,300,,,,
07/10/1986,2670,2670,2670,2670,2670,300,,,,
08/10/1986,2670,2670,2670,2670,2670,20,,,,
09/10/1986,2670,2670,2620,2650,2650,100,,,,
10/10/1986,2670,2670,2670,2670,2670,200,,,,
13/10/1986,2680,2680,2680,2680,2680,50,,,,
14/10/1986,2690,2690,2690,2690,2690,200,,,,
15/10/1986,2705,2705,2705,2705,2705,100,,,,
16/10/1986,2705,2740,2700,2715,2715,300,,,,
17/10/1986,2760,2760,2760,2760,2760,200,,,,
20/10/1986,2810,2820,2810,2810,2810,70,,,,
21/10/1986,2810,2810,2810,2810,2810,50,,,,
22/10/1986,2840,2860,2840,2840,2840,300,,,,
23/10/1986,2760,2760,2760,2760,2760,200,,,,
24/10/1986,2780,2800,2780,2780,2780,300,,,,
27/10/1986,2810,2810,2810,2810,2810,30,,,,
28/10/1986,2810,2810,2810,2810,2810,300,,,,
29/10/1986,2810,2810,2770,2790,2790,100,,,,
30/10/1986,2840,2840,2840,2840,2840,100,,,,
31/10/1986,2875,2875,2875,2875,2875,200,,,,
03/11/1986,2880,2890,2880,2880,2880,600,,,,
04/11/1986,2880,2910,2870,2900,2900,700,,,,
05/11/1986,2900,2910,2885,2910,2910,20,,,,
06/11/1986,2925,2925,2925,2925,2925,500,,,,
07/11/1986,2925,2925,2900,2925,2925,300,,,,
10/11/1986,2925,2925,2900,2910,2910,500,,,,
11/11/1986,2910,2910,2890,2890,2890,80,,,,
12/11/1986,2890,2910,2890,2890,2890,200,,,,
13/11/1986,2890,2900,2870,2895,2895,200,,,,
14/11/1986,2880,2880,2855,2880,2880,100,,,,
17/11/1986,2875,2875,2840,2844,2844,400,,,,
18/11/1986,2844,2860,2810,2840,2840,300,,,,
19/11/1986,2830,2830,2810,2810,2810,200,,,,
20/11/1986,2800,2800,2800,2800,2800,80,,,,
21/11/1986,2800,2800,2800,2800,2800,200,,,,
24/11/1986,2800,2800,2760,2790,2790,200,,,,
25/11/1986,2790,2790,2765,2765,2765,200,,,,
26/11/1986,2740,2740,2740,2740,2740,400,,,,
28/11/1986,2740,2770,2740,2740,2740,500,,,,
01/12/1986,2740,2770,2720,2740,2740,400,,,,
02/12/1986,2770,2770,2770,2770,2770,500,,,,
03/12/1986,2820,2820,2820,2820,2820,700,,,,
04/12/1986,2830,2830,2830,2830,2830,100,,,,
05/12/1986,2830,2830,2800,2810,2810,600,,,,
08/12/1986,2790,2790,2790,2790,2790,200,,,,
09/12/1986,2790,2810,2780,2810,2810,300,,,,
10/12/1986,2810,2820,2780,2790,2790,800,,,,
11/12/1986,2790,2810,2770,2790,2790,100,,,,
12/12/1986,2730,2730,2730,2730,2730,200,,,,
15/12/1986,2725,2725,2720,2725,2725,200,,,,
16/12/1986,2715,2715,2715,2715,2715,600,,,,
17/12/1986,2765,2765,2765,2765,2765,300,,,,
18/12/1986,2765,2780,2740,2765,2765,1100,,,,
19/12/1986,2765,2790,2750,2780,2780,300,,,,
22/12/1986,2730,2730,2730,2730,2730,500,,,,
23/12/1986,2730,2730,2730,2730,2730,1700,,,,
24/12/1986,2730,2735,2730,2735,2735,200,,,,
26/12/1986,2780,2780,2780,2780,2780,300,,,,
29/12/1986,2780,2780,2750,2750,2750,400,,,,
30/12/1986,2765,2780,2765,2765,2765,1200,,,,
31/12/1986,2820,2820,2820,2820,2820,1200,,,,
02/01/1987,2915,2915,2915,2915,2915,600,,,,
05/01/1987,2970,2990,2970,2970,2970,800,,,,
06/01/1987,2990,2990,2990,2990,2990,400,,,,
07/01/1987,3005,3040,3005,3010,3010,1000,,,,
08/01/1987,2990,2990,2960,2990,2990,90,,,,
09/01/1987,2990,2995,2950,2970,2970,300,,,,
12/01/1987,2990,3005,2990,2990,2990,400,,,,
13/01/1987,2990,3025,2990,3020,3020,200,,,,
14/01/1987,3020,3050,3020,3050,3050,300,,,,
15/01/1987,3095,3095,3095,3095,3095,200,,,,
16/01/1987,3060,3060,3055,3060,3060,600,,,,
19/01/1987,3060,3095,3055,3085,3085,60,,,,
20/01/1987,3040,3040,3040,3040,3040,200,,,,
21/01/1987,3025,3025,3025,3025,3025,400,,,,
22/01/1987,3100,3105,3100,3100,3100,400,,,,
23/01/1987,3100,3100,3065,3100,3100,240,,,,
26/01/1987,3010,3010,2980,3010,3010,400,,,,
27/01/1987,3050,3055,3050,3050,3050,400,,,,
28/01/1987,3105,3135,3105,3105,3105,500,,,,
29/01/1987,3090,3090,3090,3090,3090,400,,,,
30/01/1987,3090,3125,3080,3100,3100,100,,,,
02/02/1987,3100,3100,3100,3100,3100,400,,,,
03/02/1987,3100,3100,3100,3100,3100,100,,,,
04/02/1987,3130,3130,3130,3130,3130,200,,,,
05/02/1987,3130,3130,3100,3130,3130,600,,,,
06/02/1987,3110,3110,3110,3110,3110,300,,,,
09/02/1987,3140,3140,3140,3140,3140,200,,,,
10/02/1987,3140,3140,3135,3135,3135,100,,,,
11/02/1987,3095,3095,3095,3095,3095,40,,,,
12/02/1987,3100,3130,3100,3100,3100,500,,,,
13/02/1987,3125,3130,3125,3125,3125,300,,,,
17/02/1987,3125,3130,3105,3130,3130,600,,,,
18/02/1987,3315,3315,3315,3315,3315,1700,,,,
19/02/1987,3430,3430,3430,3430,3430,500,,,,
20/02/1987,3430,3450,3395,3420,3420,300,,,,
23/02/1987,3330,3330,3310,3330,3330,400,,,,
24/02/1987,3330,3350,3325,3350,3350,90,,,,
25/02/1987,3350,3360,3325,3340,3340,100,,,,
26/02/1987,3340,3370,3335,3350,3350,100,,,,
27/02/1987,3350,3380,3340,3360,3360,200,,,,
02/03/1987,3360,3390,3360,3380,3380,80,,,,
03/03/1987,3380,3390,3360,3365,3365,200,,,,
04/03/1987,3340,3340,3340,3340,3340,700,,,,
05/03/1987,3420,3440,3420,3420,3420,900,,,,
06/03/1987,3470,3470,3470,3470,3470,300,,,,
09/03/1987,3485,3495,3485,3485,3485,110,,,,
10/03/1987,3535,3535,3535,3535,3535,200,,,,
11/03/1987,3595,3620,3595,3595,3595,500,,,,
12/03/1987,3630,3630,3630,3630,3630,200,,,,
13/03/1987,3630,3630,3630,3630,3630,300,,,,
16/03/1987,3490,3490,3490,3490,3490,100,,,,
17/03/1987,3490,3520,3480,3510,3510,300,,,,
18/03/1987,3510,3510,3470,3495,3495,200,,,,
19/03/1987,3520,3540,3520,3520,3520,400,,,,
20/03/1987,3520,3540,3503,3510,3510,900,,,,
23/03/1987,3510,3560,3510,3530,3530,700,,,,
24/03/1987,3585,3590,3585,3585,3585,800,,,,
25/03/1987,3545,3545,3520,3545,3545,400,,,,
26/03/1987,3545,3550,3520,3550,3550,40,,,,
27/03/1987,3455,3455,3455,3455,3455,200,,,,
30/03/1987,3455,3480,3450,3450,3450,500,,,,
31/03/1987,3520,3520,3520,3520,3520,300,,,,
01/04/1987,3510,3510,3470,3490,3490,200,,,,
02/04/1987,3450,3450,3420,3450,3450,200,,,,
03/04/1987,3450,3450,3400,3420,3420,600,,,,
06/04/1987,3470,3470,3470,3470,3470,2200,,,,
07/04/1987,3470,3490,3460,3490,3490,200,,,,
08/04/1987,3520,3530,3520,3520,3520,300,,,,
09/04/1987,3520,3520,3515,3515,3515,200,,,,
10/04/1987,3500,3500,3490,3490,3490,300,,,,
13/04/1987,3455,3455,3445,3455,3455,70,,,,
14/04/1987,3390,3390,3390,3390,3390,300,,,,
15/04/1987,3390,3390,3390,3390,3390,200,,,,
16/04/1987,3440,3450,3440,3440,3440,200,,,,
20/04/1987,3470,3470,3470,3470,3470,90,,,,
21/04/1987,3470,3485,3440,3470,3470,40,,,,
22/04/1987,3440,3440,3440,3440,3440,80,,,,
23/04/1987,3440,3440,3440,3440,3440,400,,,,
24/04/1987,3440,3440,3430,3430,3430,70,,,,
27/04/1987,3350,3350,3350,3350,3350,140,,,,
28/04/1987,3350,3350,3350,3350,3350,50,,,,
29/04/1987,3390,3400,3390,3390,3390,40,,,,
30/04/1987,3380,3380,3380,3380,3380,200,,,,
01/05/1987,3350,3350,3340,3350,3350,400,,,,
04/05/1987,3420,3420,3420,3420,3420,100,,,,
05/05/1987,3440,3440,3440,3440,3440,100,,,,
06/05/1987,3440,3440,3440,3440,3440,40,,,,
07/05/1987,3470,3470,3470,3470,3470,400,,,,
08/05/1987,3470,3470,3460,3460,3460,50,,,,
11/05/1987,3460,3465,3440,3465,3465,100,,,,
12/05/1987,3510,3510,3510,3510,3510,100,,,,
13/05/1987,3470,3470,3470,3470,3470,80,,,,
14/05/1987,3510,3510,3510,3510,3510,400,,,,
15/05/1987,3500,3500,3500,3500,3500,10,,,,
18/05/1987,3450,3450,3450,3450,3450,200,,,,
19/05/1987,3470,3480,3470,3470,3470,430,,,,
20/05/1987,3415,3415,3415,3415,3415,220,,,,
21/05/1987,3430,3460,3430,3430,3430,300,,,,
22/05/1987,3420,3420,3400,3420,3420,200,,,,
26/05/1987,3460,3460,3460,3460,3460,60,,,,
27/05/1987,3460,3460,3450,3450,3450,100,,,,
28/05/1987,3370,3370,3370,3370,3370,80,,,,
29/05/1987,3380,3410,3380,3410,3410,100,,,,
01/06/1987,3425,3425,3425,3425,3425,140,,,,
02/06/1987,3380,3380,3380,3380,3380,300,,,,
03/06/1987,3420,3420,3420,3420,3420,70,,,,
04/06/1987,3420,3420,3400,3400,3400,200,,,,
05/06/1987,3400,3400,3400,3400,3400,200,,,,
08/06/1987,3400,3400,3360,3390,3390,200,,,,
09/06/1987,3400,3400,3400,3400,3400,300,,,,
10/06/1987,3400,3400,3400,3400,3400,90,,,,
11/06/1987,3400,3400,3400,3400,3400,400,,,,
12/06/1987,3400,3400,3360,3380,3380,200,,,,
15/06/1987,3400,3400,3400,3400,3400,120,,,,
16/06/1987,3400,3430,3400,3400,3400,420,,,,
17/06/1987,3410,3410,3410,3410,3410,200,,,,
18/06/1987,3480,3480,3480,3480,3480,200,,,,
19/06/1987,3430,3430,3430,3430,3430,200,,,,
22/06/1987,3430,3430,3430,3430,3430,400,,,,
23/06/1987,3520,3520,3520,3520,3520,400,,,,
24/06/1987,3520,3520,3520,3520,3520,30,,,,
25/06/1987,3520,3520,3520,3520,3520,50,,,,
26/06/1987,3480,3480,3480,3480,3480,50,,,,
29/06/1987,3510,3520,3510,3510,3510,200,,,,
30/06/1987,3510,3520,3500,3500,3500,200,,,,
01/07/1987,3500,3500,3450,3480,3480,40,,,,
02/07/1987,3440,3440,3420,3440,3440,600,,,,
06/07/1987,3480,3480,3480,3480,3480,300,,,,
07/07/1987,3550,3550,3550,3550,3550,120,,,,
08/07/1987,3500,3500,3500,3500,3500,400,,,,
09/07/1987,3500,3550,3500,3520,3520,50,,,,
10/07/1987,3520,3520,3520,3520,3520,330,,,,
13/07/1987,3550,3580,3550,3550,3550,340,,,,
14/07/1987,3550,3550,3530,3550,3550,200,,,,
15/07/1987,3640,3640,3640,3640,3640,320,,,,
16/07/1987,3680,3680,3680,3680,3680,50,,,,
17/07/1987,3710,3710,3710,3710,3710,200,,,,
20/07/1987,3750,3750,3750,3750,3750,300,,,,
21/07/1987,3740,3740,3740,3740,3740,200,,,,
22/07/1987,3740,3740,3720,3740,3740,300,,,,
23/07/1987,3780,3780,3780,3780,3780,200,,,,
24/07/1987,3780,3780,3770,3770,3770,200,,,,
27/07/1987,3820,3850,3820,3820,3820,400,,,,
28/07/1987,3870,3880,3870,3870,3870,400,,,,
29/07/1987,3870,3870,3870,3870,3870,500,,,,
30/07/1987,3910,3910,3910,3910,3910,200,,,,
31/07/1987,3960,3970,3960,3960,3960,90,,,,
03/08/1987,3910,3910,3910,3910,3910,200,,,,
04/08/1987,3960,3980,3960,3960,3960,600,,,,
05/08/1987,3980,3980,3980,3980,3980,100,,,,
06/08/1987,4130,4130,4130,4130,4130,220,,,,
07/08/1987,4090,4090,4080,4080,4080,800,,,,
10/08/1987,4105,4105,4105,4105,4105,80,,,,
11/08/1987,4140,4170,4140,4140,4140,500,,,,
12/08/1987,4120,4120,4120,4120,4120,400,,,,
13/08/1987,4040,4040,4027,4040,4040,200,,,,
14/08/1987,4180,4180,4180,4180,4180,300,,,,
17/08/1987,4200,4200,4200,4200,4200,1000,,,,
18/08/1987,4080,4080,4080,4080,4080,100,,,,
19/08/1987,4120,4120,4120,4120,4120,200,,,,
20/08/1987,4080,4080,4080,4080,4080,90,,,,
21/08/1987,4140,4140,4140,4140,4140,100,,,,
24/08/1987,4040,4040,4040,4040,4040,300,,,,
25/08/1987,3900,3900,3900,3900,3900,80,,,,
26/08/1987,3870,3870,3860,3870,3870,200,,,,
27/08/1987,3920,3920,3920,3920,3920,230,,,,
28/08/1987,3940,3940,3940,3940,3940,200,,,,
31/08/1987,3990,4000,3990,3990,3990,300,,,,
01/09/1987,3900,3900,3900,3900,3900,200,,,,
02/09/1987,3900,3900,3900,3900,3900,50,,,,
03/09/1987,3800,3800,3800,3800,3800,600,,,,
04/09/1987,3750,3750,3750,3750,3750,300,,,,
08/09/1987,3750,3760,3750,3750,3750,400,,,,
09/09/1987,3750,3750,3750,3750,3750,60,,,,
10/09/1987,3770,3770,3770,3770,3770,700,,,,
11/09/1987,3860,3860,3860,3860,3860,210,,,,
14/09/1987,3890,3900,3890,3890,3890,120,,,,
15/09/1987,3820,3820,3820,3820,3820,200,,,,
16/09/1987,3940,3940,3940,3940,3940,400,,,,
17/09/1987,3920,3920,3900,3900,3900,500,,,,
18/09/1987,3900,3900,3900,3900,3900,10,,,,
21/09/1987,3800,3800,3800,3800,3800,130,,,,
22/09/1987,3880,3880,3880,3880,3880,400,,,,
23/09/1987,3980,3980,3980,3980,3980,230,,,,
24/09/1987,3800,3800,3800,3800,3800,20,,,,
25/09/1987,3890,3890,3890,3890,3890,50,,,,
28/09/1987,3900,3900,3900,3900,3900,400,,,,
29/09/1987,4080,4080,4080,4080,4080,840,,,,
30/09/1987,4200,4220,4200,4220,4220,900,,,,
01/10/1987,4180,4180,4150,4180,4180,500,,,,
02/10/1987,4250,4270,4250,4250,4250,400,,,,
05/10/1987,4180,4180,4180,4180,4180,300,,,,
06/10/1987,4160,4160,4160,4160,4160,400,,,,
07/10/1987,4150,4150,4150,4150,4150,300,,,,
08/10/1987,4050,4050,4050,4050,4050,200,,,,
09/10/1987,4110,4110,4110,4110,4110,400,,,,
12/10/1987,4025,4025,4010,4025,4025,200,,,,
13/10/1987,4220,4220,4220,4220,4220,1000,,,,
14/10/1987,4140,4140,4140,4140,4140,100,,,,
15/10/1987,4050,4050,4050,4050,4050,130,,,,
16/10/1987,3890,3890,3890,3890,3890,300,,,,
19/10/1987,3170,3170,3160,3170,3170,26470,,,,
20/10/1987,3290,3290,3290,3290,3290,3050,,,,
21/10/1987,3600,3600,3600,3600,3600,1900,,,,
22/10/1987,3440,3440,3440,3440,3440,1020,,,,
23/10/1987,3275,3275,3275,3275,3275,1340,,,,
26/10/1987,2900,2900,2900,2900,2900,1400,,,,
27/10/1987,2675,2675,2675,2675,2675,1200,,,,
28/10/1987,2900,2900,2900,2900,2900,1410,,,,
29/10/1987,3025,3025,3025,3025,3025,2200,,,,
30/10/1987,3325,3325,3325,3325,3325,730,,,,
02/11/1987,3150,3150,3150,3150,3150,500,,,,
03/11/1987,3000,3000,3000,3000,3000,200,,,,
04/11/1987,2950,2950,2925,2950,2950,1100,,,,
05/11/1987,2900,2900,2900,2900,2900,420,,,,
06/11/1987,3050,3050,3050,3050,3050,90,,,,
09/11/1987,2900,2900,2875,2900,2900,820,,,,
10/11/1987,2950,2950,2950,2950,2950,210,,,,
11/11/1987,2975,2975,2975,2975,2975,100,,,,
12/11/1987,3000,3025,3000,3025,3025,530,,,,
13/11/1987,3025,3025,3000,3025,3025,110,,,,
16/11/1987,3050,3075,3050,3050,3050,60,,,,
17/11/1987,3050,3050,3050,3050,3050,200,,,,
18/11/1987,2850,2850,2835,2850,2850,410,,,,
19/11/1987,2900,2910,2900,2900,2900,900,,,,
20/11/1987,2900,2900,2900,2900,2900,40,,,,
23/11/1987,3000,3050,3000,3025,3025,70,,,,
24/11/1987,2950,2950,2950,2950,2950,120,,,,
25/11/1987,3075,3100,3075,3075,3075,200,,,,
27/11/1987,2975,2975,2950,2975,2975,60,,,,
30/11/1987,2900,2900,2900,2900,2900,940,,,,
01/12/1987,2900,2900,2900,2900,2900,200,,,,
02/12/1987,2800,2800,2775,2800,2800,300,,,,
03/12/1987,2850,2850,2850,2850,2850,200,,,,
04/12/1987,2750,2750,2750,2750,2750,1100,,,,
07/12/1987,2775,2775,2775,2775,2775,610,,,,
08/12/1987,2850,2850,2850,2850,2850,310,,,,
09/12/1987,2750,2750,2750,2750,2750,270,,,,
10/12/1987,2800,2800,2800,2800,2800,330,,,,
11/12/1987,2900,2900,2900,2900,2900,110,,,,
14/12/1987,2975,2975,2975,2975,2975,500,,,,
15/12/1987,2975,2975,2975,2975,2975,300,,,,
16/12/1987,3050,3050,3050,3050,3050,600,,,,
17/12/1987,3100,3100,3100,3100,3100,80,,,,
18/12/1987,3050,3050,3050,3050,3050,80,,,,
21/12/1987,3050,3050,3050,3050,3050,210,,,,
22/12/1987,3025,3025,3025,3025,3025,500,,,,
23/12/1987,3025,3050,3025,3025,3025,400,,,,
24/12/1987,3050,3050,3050,3050,3050,80,,,,
28/12/1987,3100,3100,3100,3100,3100,500,,,,
29/12/1987,3050,3050,3025,3025,3025,800,,,,
30/12/1987,3025,3050,3025,3025,3025,1000,,,,
31/12/1987,2950,2950,2950,2950,2950,300,,,,
04/01/1988,3150,3150,3150,3150,3150,430,,,,
05/01/1988,3100,3100,3075,3075,3075,1000,,,,
06/01/1988,3030,3030,3000,3030,3030,420,,,,
07/01/1988,3075,3075,3075,3075,3075,50,,,,
08/01/1988,3075,3075,3050,3050,3050,140,,,,
11/01/1988,3075,3075,3075,3075,3075,300,,,,
12/01/1988,3075,3075,3075,3075,3075,230,,,,
13/01/1988,3075,3075,3050,3050,3050,210,,,,
14/01/1988,3050,3050,3000,3030,3030,540,,,,
15/01/1988,3075,3100,3075,3075,3075,410,,,,
18/01/1988,3100,3100,3100,3100,3100,130,,,,
19/01/1988,3150,3150,3150,3150,3150,90,,,,
20/01/1988,3150,3150,3150,3150,3150,200,,,,
21/01/1988,3030,3030,3000,3030,3030,520,,,,
22/01/1988,3065,3065,3065,3065,3065,300,,,,
25/01/1988,3200,3200,3200,3200,3200,200,,,,
26/01/1988,3025,3025,3025,3025,3025,80,,,,
27/01/1988,3100,3100,3100,3100,3100,20,,,,
28/01/1988,3100,3100,3100,3100,3100,70,,,,
29/01/1988,3030,3030,3000,3030,3030,500,,,,
01/02/1988,3100,3100,3100,3100,3100,300,,,,
02/02/1988,3150,3150,3150,3150,3150,40,,,,
03/02/1988,3050,3050,3050,3050,3050,50,,,,
04/02/1988,3150,3150,3150,3150,3150,300,,,,
05/02/1988,3200,3200,3200,3200,3200,300,,,,
08/02/1988,3150,3150,3150,3150,3150,200,,,,
09/02/1988,3150,3150,3150,3150,3150,200,,,,
10/02/1988,3200,3200,3200,3200,3200,40,,,,
11/02/1988,3075,3075,3075,3075,3075,230,,,,
12/02/1988,3050,3050,3050,3050,3050,200,,,,
16/02/1988,3100,3100,3100,3100,3100,600,,,,
17/02/1988,3150,3150,3150,3150,3150,210,,,,
18/02/1988,3100,3100,3100,3100,3100,200,,,,
19/02/1988,3075,3075,3075,3075,3075,60,,,,
22/02/1988,3150,3150,3150,3150,3150,70,,,,
23/02/1988,3150,3150,3150,3150,3150,140,,,,
24/02/1988,3070,3070,3070,3070,3070,500,,,,
25/02/1988,3100,3100,3100,3100,3100,40,,,,
26/02/1988,3150,3150,3150,3150,3150,30,,,,
29/02/1988,3150,3150,3150,3150,3150,120,,,,
01/03/1988,3150,3150,3125,3125,3125,200,,,,
02/03/1988,3200,3200,3200,3200,3200,830,,,,
03/03/1988,3125,3125,3100,3125,3125,110,,,,
04/03/1988,3125,3125,3125,3125,3125,120,,,,
07/03/1988,3150,3150,3150,3150,3150,60,,,,
08/03/1988,3225,3250,3225,3225,3225,310,,,,
09/03/1988,3250,3250,3250,3250,3250,200,,,,
10/03/1988,3200,3200,3175,3200,3200,60,,,,
11/03/1988,3200,3200,3175,3200,3200,530,,,,
14/03/1988,3150,3150,3150,3150,3150,200,,,,
15/03/1988,3175,3175,3175,3175,3175,600,,,,
16/03/1988,3125,3125,3125,3125,3125,70,,,,
17/03/1988,3125,3125,3125,3125,3125,70,,,,
18/03/1988,3250,3250,3250,3250,3250,700,,,,
21/03/1988,3225,3225,3200,3225,3225,200,,,,
22/03/1988,3225,3250,3225,3250,3250,1200,,,,
23/03/1988,3350,3350,3350,3350,3350,20,,,,
24/03/1988,3450,3450,3450,3450,3450,510,,,,
25/03/1988,3450,3450,3450,3450,3450,320,,,,
28/03/1988,3350,3350,3350,3350,3350,200,,,,
29/03/1988,3425,3450,3425,3425,3425,700,,,,
30/03/1988,3400,3400,3400,3400,3400,300,,,,
31/03/1988,3400,3425,3400,3425,3425,230,,,,
04/04/1988,3500,3525,3500,3500,3500,600,,,,
05/04/1988,3525,3550,3525,3525,3525,330,,,,
06/04/1988,3525,3550,3525,3525,3525,120,,,,
07/04/1988,3550,3550,3550,3550,3550,500,,,,
08/04/1988,3600,3600,3600,3600,3600,700,,,,
11/04/1988,3625,3625,3625,3625,3625,240,,,,
12/04/1988,3625,3625,3625,3625,3625,320,,,,
13/04/1988,3650,3675,3650,3650,3650,400,,,,
14/04/1988,3450,3450,3450,3450,3450,310,,,,
15/04/1988,3550,3575,3550,3550,3550,200,,,,
18/04/1988,3650,3650,3650,3650,3650,300,,,,
19/04/1988,3675,3700,3675,3675,3675,440,,,,
20/04/1988,3675,3675,3675,3675,3675,400,,,,
21/04/1988,3675,3675,3675,3675,3675,210,,,,
22/04/1988,3725,3750,3725,3725,3725,520,,,,
25/04/1988,3725,3750,3725,3725,3725,300,,,,
26/04/1988,3725,3725,3700,3700,3700,300,,,,
27/04/1988,3725,3725,3725,3725,3725,90,,,,
28/04/1988,3750,3750,3750,3750,3750,130,,,,
29/04/1988,3775,3800,3775,3775,3775,1040,,,,
02/05/1988,3700,3700,3700,3700,3700,600,,,,
03/05/1988,3700,3700,3700,3700,3700,210,,,,
04/05/1988,3750,3750,3750,3750,3750,50,,,,
05/05/1988,3725,3725,3725,3725,3725,300,,,,
06/05/1988,3775,3775,3775,3775,3775,80,,,,
09/05/1988,3775,3825,3725,3800,3800,700,,,,
10/05/1988,3800,3825,3750,3825,3825,200,,,,
11/05/1988,3825,3825,3725,3775,3775,300,,,,
12/05/1988,3775,3800,3700,3700,3700,400,,,,
13/05/1988,3700,3775,3700,3725,3725,300,,,,
16/05/1988,3725,3775,3725,3775,3775,200,,,,
